編號,義項,語句編號,語句,語句TL,語句POJ,音檔,語句翻譯,語句翻譯POJ
115,168,1,大姊昨昏二指去予玻璃幼仔割著。,Tuā-tsí tsa-hng jī-tsáinn khì hōo po-lê-iù-á kuah--tio̍h.,Tōa-chí cha-hng jī-cháiⁿ khì hō͘ po-lê-iù-á koah--tio̍h.,115-1-1.mp3,大姊昨天食指被碎玻璃割到。,
116,169,1,伊是刁持欲佮我做對的。,I sī tiau-tî beh kah guá tsò-tuì--ê.,I sī tiau-tî beh kah góa chò-tùi--ê.,116-1-1.mp3,他是故意要和我作對的。,
116,170,1,我是刁持來看你的。,Guá sī tiau-tî lâi khuànn--lí--ê.,Góa sī tiau-tî lâi khòaⁿ--lí--ê.,116-2-1.mp3,我是特別來看你的。,
117,171,1,伊刁故意欲講予你氣。,I tiau-kòo-ì beh kóng hōo lí khì.,I tiau-kò͘-ì beh kóng hō͘ lí khì.,117-1-1.mp3,他故意這麼說要惹你生氣。,
119,174,1,你毋通遐八珍。,Lí m̄-thang hiah pat-tin.,Lí m̄-thang hiah pat-tin.,119-2-1.mp3,你不要這麼三八。,
120,175,1,伊的人面真闊，拜託伊就無毋著！,"I ê lâng-bīn tsin khuah, pài-thok--i tō bô m̄-tio̍h!","I ê lâng-bīn chin khoah, pài-thok--i tō bô m̄-tio̍h!",120-1-1.mp3,他的人脈很廣，拜託他就沒錯！,
121,176,1,這个案件是人倫悲劇。,Tsit ê àn-kiānn sī jîn-lûn pi-kio̍k.,Chit ê àn-kiāⁿ sī jîn-lûn pi-kio̍k.,121-1-1.mp3,這個案件是人倫悲劇。,
122,177,1,公務人員,kong-bū jîn-uân,kong-bū jîn-oân,122-1-1.mp3,公務人員,
122,178,1,阮這个單位的人員無夠，工課才會做袂完。,"Guán tsit ê tan-uī ê jîn-uân bô-kàu, khang-khuè tsiah ē tsò bē uân.","Goán chit ê tan-ūi ê jîn-oân bô-kàu, khang-khòe chiah ē chò bē oân.",122-2-1.mp3,我們這個單位的人數不足，工作才完成不了。,
123,179,1,你當時欲入厝？,Lí tang-sî beh ji̍p-tshù?,Lí tang-sî beh ji̍p-chhù?,123-1-1.mp3,你何時要搬入新家？,
123,179,2,咱愛包禮共伊入厝。,Lán ài pau-lé kā i ji̍p-tshù.,Lán ài pau-lé kā i ji̍p-chhù.,123-1-2.mp3,我們要包禮慶賀他入新家。,
126,182,1,一戶人家,tsi̍t hōo jîn-ke,chi̍t hō͘ jîn-ke,126-1-1.mp3,一戶人家,
129,185,1,做人愛重人格。,Tsò-lâng ài tiōng jîn-keh.,Chò-lâng ài tiōng jîn-keh.,129-1-1.mp3,為人要注重人格。,
129,185,2,我用人格共你保證。,Guá iōng jîn-keh kā lí pó-tsìng.,Góa iōng jîn-keh kā lí pó-chèng.,129-1-2.mp3,我用人格跟你保證。,
130,186,1,伊閣不止仔有人氣。,I koh put-tsí-á ū jîn-khì.,I koh put-chí-á ū jîn-khì.,130-1-1.mp3,他的人緣還算不錯。,
132,188,1,兩隊人馬佇街仔路相拄。,Nn̄g tuī jîn-má tī ke-á-lōo sio-tú.,Nn̄g tūi jîn-má tī ke-á-lō͘ sio-tú.,132-1-1.mp3,兩隊人馬在街道相遇。,
133,189,1,伊昨暗入院。,I tsa-àm ji̍p-īnn.,I cha-àm ji̍p-īⁿ.,133-1-1.mp3,他昨晚住院。,
135,191,1,做人情予伊。,Tsò-jîn-tsîng hōo--i.,Chò-jîn-chêng hō͘--i.,135-1-1.mp3,給他一個人情。,
135,192,1,人在人情在。,Jîn tsāi jîn-tsîng tsāi.,Jîn chāi jîn-chêng chāi.,135-2-1.mp3,人在人際關係就在。,
136,193,1,人情世事有夠濟。,Jîn-tsîng-sè-sū ū-kàu tsē.,Jîn-chêng-sè-sū ū-kàu chē.,136-1-1.mp3,禮尚往來的事情有夠多。,
138,195,1,伊真有人望。,I tsin ū jîn-bōng.,I chin ū jîn-bōng.,138-1-1.mp3,他很有名氣。,
139,196,1,人造雨,jîn-tsō-hōo,jîn-chō-hō͘,139-1-1.mp3,人造雨,
140,197,1,這支刀的刀喙真利。,Tsit ki to ê to-tshuì tsin lāi.,Chit ki to ê to-chhùi chin lāi.,140-1-1.mp3,這把刀的刀口很鋒利。,
141,198,1,戲園五點才會使入場。,Hì-hn̂g gōo tiám tsiah ē-sái ji̍p-tiûnn.,Hì-hn̂g gō͘ tiám chiah ē-sái ji̍p-tiûⁿ.,141-1-1.mp3,戲院五點才能進場。,
142,199,1,這个囡仔欲食毋討趁，有夠了然。,"Tsit ê gín-á beh tsia̍h m̄ thó-thàn, ū-kàu liáu-jiân.","Chit ê gín-á beh chia̍h m̄ thó-thàn, ū-kàu liáu-jiân.",142-1-1.mp3,這個孩子只顧白食不肯賺錢，實在枉然。,
143,200,1,咱愛靠家己的力量拚出咱家己的前途。,Lán ài khò ka-kī ê li̍k-liōng piànn-tshut lán ka-kī ê tsiân-tôo.,Lán ài khò ka-kī ê le̍k-liōng piàⁿ-chhut lán ka-kī ê chiân-tô͘.,143-1-1.mp3,我們要靠自己的能力拚出自己的前途。,
144,201,1,伊毋是刁意故的。,I m̄ sī thiau-ì-kòo--ê.,I m̄ sī thiau-ì-kò͘--ê.,144-1-1.mp3,他不是故意的。,
147,204,1,伊又閣來矣。,I iū-koh lâi--ah.,I iū-koh lâi--ah.,147-1-1.mp3,他又來了。,
148,205,1,規間厝恬恬無聲，連半个人影嘛無。,"Kui king tshù tiām-tiām bô-siann, liân puànn ê lâng-iánn mā bô.","Kui keng chhù tiām-tiām bô-siaⁿ, liân pòaⁿ ê lâng-iáⁿ mā bô.",148-1-1.mp3,整間屋子靜悄悄的，連半個人影都沒有。,
149,206,1,用九層塔煎卵真好食。,Iōng káu-tsàn-thah tsian nn̄g tsin hó-tsia̍h.,Iōng káu-chàn-thah chian nn̄g chin hó-chia̍h.,149-1-1.mp3,用九層塔煎蛋很好吃。,
150,207,1,伊的人範袂䆀。,I ê lâng-pān bē-bái.,I ê lâng-pān bē-bái.,150-1-1.mp3,他的人品不錯。,
151,208,1,伊真有人緣。,I tsin ū-lâng-iân.,I chin ū-lâng-iân.,151-1-1.mp3,他很有人緣。,
152,209,1,我今年就欲入學去讀冊矣！,Guá kin-nî tō beh ji̍p-o̍h khì tha̍k-tsheh--ah!,Góa kin-nî tō beh ji̍p-o̍h khì tha̍k-chheh--ah!,152-1-1.mp3,我今年就要入學去讀書了！,
153,210,1,伊彼幅圖有入選無？,I hit pak tôo ū ji̍p-suán--bô?,I hit pak tô͘ ū ji̍p-soán--bô?,153-1-1.mp3,他那幅畫有沒有入選？,
154,211,1,伊做啥物生理攏了錢。,I tsò siánn-mih sing-lí lóng liáu-tsînn.,I chò siáⁿ-mih seng-lí lóng liáu-chîⁿ.,154-1-1.mp3,他做什麼生意都賠錢。,
154,212,1,這號物件都已經有矣，你閣欲買，加了錢的。,"Tsit-lō mi̍h-kiānn to í-king ū--ah, lí koh beh bé, ke liáu-tsînn--ê.","Chit-lō mi̍h-kiāⁿ to í-keng ū--ah, lí koh beh bé, ke liáu-chîⁿ--ê.",154-2-1.mp3,這個東西已經有了，你還要買，多花錢而已。,
155,214,1,這間店是算人頭收錢的。,Tsit king tiàm sī sǹg lâng-thâu siu tsînn--ê.,Chit keng tiàm sī sǹg lâng-thâu siu chîⁿ--ê.,155-2-1.mp3,這家商店是按人數收錢的。,
155,215,1,警察掠著的是人頭，毋是真正的頭家。,"Kíng-tshat lia̍h--tio̍h--ê sī lâng-thâu, m̄ sī tsin-tsiànn ê thâu-ke.","Kéng-chhat lia̍h--tio̍h--ê sī lâng-thâu, m̄ sī chin-chiàⁿ ê thâu-ke.",155-3-1.mp3,警察捉到的是人頭帳戶，而不是背後的主使者。,
156,216,1,力頭真飽,la̍t-thâu tsin pá,la̍t-thâu chin pá,156-1-1.mp3,力道真大,
159,219,1,無佮意你就講，何乜苦共伊刁難？,"Bô kah-ì lí tō kóng, hô-mí-khóo kā i thiau-lân?","Bô kah-ì lí tō kóng, hô-mí-khó͘ kā i thiau-lân?",159-1-1.mp3,不喜歡你就說嘛，又何必故意為難他？,
162,222,1,三生有幸,sam-sing-iú-hīng,sam-seng-iú-hēng,162-1-1.mp3,三生有幸,
163,223,1,三隻狗,sann tsiah káu,saⁿ chiah káu,163-1-1.mp3,三條狗,
164,224,1,上車,tsiūnn-tshia,chiūⁿ-chhia,164-1-1.mp3,上車,
164,224,2,上山,tsiūnn-suann,chiūⁿ-soaⁿ,164-1-2.mp3,上山,
164,225,1,上桌,tsiūnn-toh,chiūⁿ-toh,164-2-1.mp3,把食物或其他東西端上桌,
165,226,1,上水,tshiūnn-tsuí,chhiūⁿ-chúi,165-1-1.mp3,從井裡頭用水桶把水打上來,
165,227,1,上青苔,tshiūnn-tshenn-thî,chhiūⁿ-chheⁿ-thî,165-2-1.mp3,長青苔,
166,228,1,水面上,tsuí-bīn-siōng,chúi-bīn-siōng,166-1-1.mp3,水面上,
166,229,1,上好,siōng-hó,siōng-hó,166-2-1.mp3,最好,
167,230,1,天跤下,thinn-kha-ē,thiⁿ-kha-ē,167-1-1.mp3,天底下,
167,231,1,拍三下,phah sann ē,phah saⁿ ē,167-2-1.mp3,打三下,
167,231,2,驚一下,kiann tsi̍t-ē,kiaⁿ chi̍t-ē,167-2-2.mp3,嚇一跳,
168,232,1,下班,hā-pan,hā-pan,168-1-1.mp3,下班,
168,232,2,下課,hā-khò,hā-khò,168-1-2.mp3,下課,
168,233,1,下令,hā-līng,hā-lēng,168-2-1.mp3,宣布命令,
168,234,1,南下,lâm-hā,lâm-hā,168-3-1.mp3,往南部去,
168,235,1,下集,hā tsi̍p,hā chi̍p,168-4-1.mp3,下集,
168,235,2,下級,hā-kip,hā-kip,168-4-2.mp3,下級,
169,236,1,物件無位通下。,Mi̍h-kiānn bô uī thang hē.,Mi̍h-kiāⁿ bô ūi thang hē.,169-1-1.mp3,東西沒地方放。,
169,236,2,下鹽,hē iâm,hē iâm,169-1-2.mp3,在食物中放鹽,
169,237,1,乞食下大願。,Khit-tsia̍h hē tuā guān.,Khit-chia̍h hē tōa goān.,169-2-1.mp3,乞丐許大願。比喻人明明沒有能力，卻好高騖遠。,
170,238,1,懸低,kuân-kē,koân-kē,170-1-1.mp3,高低,
170,238,2,低音,kē-im,kē-im,170-1-2.mp3,低音,
171,239,1,兩个人,nn̄g ê lâng,nn̄g ê lâng,171-1-1.mp3,兩個人,
172,241,1,魚丸,hî-uân,hî-oân,172-1-1.mp3,魚肉製成的小丸子,
172,242,1,彼兩丸烏烏的物件是啥物？,Hit nn̄g uân oo-oo ê mi̍h-kiānn sī siánn-mih?,Hit nn̄g oân o͘-o͘ ê mi̍h-kiāⁿ sī siáⁿ-mih?,172-2-1.mp3,那兩球黑黑的東西是什麼？,
173,243,1,伊離開真久矣。,I lī-khui tsin kú--ah.,I lī-khui chin kú--ah.,173-1-1.mp3,他離開很久了。,
173,244,1,等一點鐘久矣。,Tán tsi̍t tiám-tsing kú--ah.,Tán chi̍t tiám-cheng kú--ah.,173-2-1.mp3,等了一小時了。,
173,244,2,這久,tsit-kú,chit-kú,173-2-2.mp3,現在,
173,244,3,彼久,hit-kú,hit-kú,173-2-3.mp3,那時候,
174,245,1,么二三,io jī sann,io jī saⁿ,174-1-1.mp3,一二三,
175,246,1,乞符仔,khit hû-á,khit hû-á,175-1-1.mp3,向道士求討符咒,
175,246,2,乞雨,khit hōo,khit hō͘,175-1-2.mp3,求雨,
176,247,1,這項物件有也好，無也好，攏無要緊。,"Tsit hāng mi̍h-kiānn ū iā hó, bô iā hó, lóng bô iàu-kín.","Chit hāng mi̍h-kiāⁿ ū iā hó, bô iā hó, lóng bô iàu-kín.",176-1-1.mp3,這個東西可有可無，都沒關係。,
177,248,1,亡國,bông-kok,bông-kok,177-1-1.mp3,亡國,
177,249,1,亡兄,bông-hing,bông-heng,177-2-1.mp3,亡兄,
177,250,1,新亡,sin-bông,sin-bông,177-3-1.mp3,新死者、剛過世的人,
177,250,2,傷亡,siong-bông,siong-bông,177-3-2.mp3,傷者和死者,
177,251,1,流亡,liû-bông,liû-bông,177-4-1.mp3,流亡,
178,252,1,平凡,pîng-huân,pêng-hoân,178-1-1.mp3,平常、不出色,
178,253,1,凡事,huân-sū,hoân-sū,178-2-1.mp3,無論什麼事情,
179,254,1,凡間,huān-kan,hoān-kan,179-1-1.mp3,凡間,
179,254,2,仙女下凡,sian-lí hā-huān,sian-lí hā-hoān,179-1-2.mp3,仙女下凡,
180,256,1,千辛萬苦,tshian-sin-bān-khóo,chhian-sin-bān-khó͘,180-2-1.mp3,千辛萬苦,
181,257,1,一千箍,tsi̍t-tshing khoo,chi̍t-chheng kho͘,181-1-1.mp3,一千元,
182,258,1,開叉,khui-tshe,khui-chhe,182-1-1.mp3,開叉,
182,258,2,竹篙叉,tik-ko-tshe,tek-ko-chhe,182-1-2.mp3,有Y字型開叉竹竿的樹椏,
182,259,1,叉人的頷頸。,Tshe lâng ê ām-kún.,Chhe lâng ê ām-kún.,182-2-1.mp3,掐別人的脖子。,
182,260,1,拍叉做記號。,Phah tshe tsò kì-hō.,Phah chhe chò kì-hō.,182-3-1.mp3,打叉做記號。,
182,261,1,用話叉人,īng uē tshe--lâng,ēng ōe chhe--lâng,182-4-1.mp3,用話頂撞別人,
183,263,1,店門口,tiàm mn̂g-kháu,tiàm mn̂g-kháu,183-2-1.mp3,商店門口,
183,264,1,一口井,tsi̍t kháu tsénn,chi̍t kháu chéⁿ,183-3-1.mp3,一口井,
183,264,2,一口劍,tsi̍t kháu kiàm,chi̍t kháu kiàm,183-3-2.mp3,一把劍,
183,265,1,一家口,tsi̍t ke-kháu,chi̍t ke-kháu,183-4-1.mp3,一家人,
183,266,1,一口灶,tsi̍t kháu-tsàu,chi̍t kháu-chàu,183-5-1.mp3,一戶,
184,267,1,土地,thóo-tē,thó͘-tē,184-1-1.mp3,土地,
184,268,1,伊的人較土。,I ê lâng khah thóo.,I ê lâng khah thó͘.,184-2-1.mp3,他的個性較老土。,
184,269,1,本土,pún-thóo,pún-thó͘,184-3-1.mp3,本土,
184,269,2,土產,thóo-sán,thó͘-sán,184-3-2.mp3,土產,
185,270,1,博士,phok-sū,phok-sū,185-1-1.mp3,博士,
185,270,2,士農工商,sū lông kang siong,sū lông kang siong,185-1-2.mp3,士農工商,
186,271,1,大官,ta-kuann,ta-koaⁿ,186-1-1.mp3,公公,
186,271,2,大家,ta-ke,ta-ke,186-1-2.mp3,婆婆,
187,272,1,大量,tāi-liōng,tāi-liōng,187-1-1.mp3,大量,
187,272,2,大德,tāi-tik,tāi-tek,187-1-2.mp3,大德,
188,273,1,阮大兄大我三歲。,Guán tuā-hiann tuā guá sann huè.,Goán tōa-hiaⁿ tōa góa saⁿ hòe.,188-1-1.mp3,我大哥比我大三歲。,
188,273,2,大紅,tuā-âng,tōa-âng,188-1-2.mp3,深紅色,
188,273,3,大人,tuā-lâng,tōa-lâng,188-1-3.mp3,大人,
188,274,1,大昨日,tuā-tso̍h--ji̍t,tōa-cho̍h--ji̍t,188-2-1.mp3,大前天,
188,274,2,大後日,tuā-āu--ji̍t,tōa-āu--ji̍t,188-2-2.mp3,大後天,
188,275,1,大伯,tuā-peh,tōa-peh,188-3-1.mp3,大伯父,
188,275,2,大姊,tuā-tsí,tōa-chí,188-3-2.mp3,大姊,
188,276,1,囡仔會大，早慢是愛離開。,"Gín-á ē tuā, tsá-bān sī ài lī-khui.","Gín-á ē tōa, chá-bān sī ài lī-khui.",188-4-1.mp3,小孩子會長大，遲早得要離開。,
189,277,1,婦女,hū-lí,hū-lí,189-1-1.mp3,婦女,
190,278,1,女權,lú-khuân,lú-khoân,190-1-1.mp3,女權,
191,279,1,銃子,tshìng-tsí,chhèng-chí,191-1-1.mp3,子彈,
191,280,1,果子,kué-tsí,kóe-chí,191-2-1.mp3,水果,
191,280,2,菜子,tshài-tsí,chhài-chí,191-2-2.mp3,菜種,
191,280,3,烏魚子,oo-hî-tsí,o͘-hî-chí,191-2-3.mp3,烏魚子,
192,281,1,公子,kong-tsú,kong-chú,192-1-1.mp3,稱人子,
192,281,2,孝子,hàu-tsú,hàu-chú,192-1-2.mp3,孝順的兒子。也指父母死後，居喪守孝的兒子,
192,282,1,孔子公,Khóng-tsú-kong,Khóng-chú-kong,192-2-1.mp3,孔子,
192,283,1,女子,lú-tsú,lú-chú,192-3-1.mp3,女子,
192,283,2,男子,lâm-tsú,lâm-chú,192-3-2.mp3,男子,
192,284,1,子弟,tsú-tē,chú-tē,192-4-1.mp3,子弟,
192,285,1,弟子,tē-tsú,tē-chú,192-5-1.mp3,弟子,
192,286,1,子丑寅卯,tsú thiú în báu,chú thiú în báu,192-6-1.mp3,地支前四位,
192,286,2,甲子年,kah-tsú nî,kah-chú nî,192-6-2.mp3,干支為甲子的年分,
192,287,1,子時,tsú-sî,chú-sî,192-7-1.mp3,晚上十一點至第二天凌晨一點,
192,288,1,面子,bīn-tsú,bīn-chú,192-8-1.mp3,面子,
193,289,1,棋子,kî-jí,kî-jí,193-1-1.mp3,棋子,
193,289,2,算盤子,sǹg-puânn-jí,sǹg-pôaⁿ-jí,193-1-2.mp3,算盤的珠子,
193,290,1,一子弓蕉,tsi̍t jí king-tsio,chi̍t jí keng-chio,193-2-1.mp3,一根香蕉,
194,291,1,陰鴆陰鴆，咬人三寸深。,"Im-thim-im-thim, kā lâng sann tshùn tshim.","Im-thim-im-thim, kā lâng saⁿ chhùn chhim.",194-1-1.mp3,一般陰沉的人，平常多是默不作聲，一狠起來，就會狠咬一口。,
194,292,1,寸步難行,tshùn pōo lân hîng,chhùn pō͘ lân hêng,194-2-1.mp3,一小步也行走不得，喻處境困窘。,
195,293,1,小寒,siáu-hân,siáu-hân,195-1-1.mp3,二十四節氣之一，冬至過後十五天，因天候寒冷所以有這個名稱。,
195,294,1,小女,siáu-lú,siáu-lú,195-2-1.mp3,自己的女兒,
196,295,1,小湧,sió-íng,sió-éng,196-1-1.mp3,小浪,
196,296,1,小可,sió-khuá,sió-khóa,196-2-1.mp3,稍微、一點點,
196,296,2,小想一下,sió siūnn--tsi̍t-ē,sió siūⁿ--chi̍t-ē,196-2-2.mp3,稍微想一下,
196,297,1,小叔仔,sió-tsik-á,sió-chek-á,196-3-1.mp3,丈夫的弟弟,
197,298,1,阿里山,A-lí-san,A-lí-san,197-1-1.mp3,阿里山,
198,299,1,懸山,kuân suann,koân soaⁿ,198-1-1.mp3,高山,
198,300,1,起山,khí-suann,khí-soaⁿ,198-2-1.mp3,登陸,
198,301,1,山園,suann-hn̂g,soaⁿ-hn̂g,198-3-1.mp3,旱田,
198,301,2,山地,suann-tē,soaⁿ-tē,198-3-2.mp3,旱地或指山很多的地區,
199,302,1,我一禮拜愛上班五工。,Guá tsi̍t lé-pài ài siōng-pan gōo kang.,Góa chi̍t lé-pài ài siōng-pan gō͘ kang.,199-1-1.mp3,我一禮拜要上五天班。,
199,303,1,勞工,lô-kang,lô-kang,199-2-1.mp3,勞工,
199,303,2,工人,kang-lâng,kang-lâng,199-2-2.mp3,工人,
199,303,3,木工,ba̍k-kang,ba̍k-kang,199-2-3.mp3,木工,
199,304,1,工程,kang-tîng,kang-têng,199-3-1.mp3,工程,
199,305,1,伊刻這粒印仔真了工。,I khik tsit lia̍p ìn-á tsin liáu-kang.,I khek chit lia̍p ìn-á chin liáu-kang.,199-4-1.mp3,他刻這顆印章花很多時間。,
199,306,1,我無彼號閒工佮你開講。,Guá bô hit-lō îng-kang kah lí khai-káng.,Góa bô hit-lō êng-kang kah lí khai-káng.,199-5-1.mp3,我沒有多餘的時間跟你聊天。,
199,307,1,工場,kang-tiûnn,kang-tiûⁿ,199-6-1.mp3,工廠,
199,307,2,工業,kang-gia̍p,kang-gia̍p,199-6-2.mp3,工業,
199,307,3,化工,huà-kang,hòa-kang,199-6-3.mp3,化工,
200,308,1,工尺,kong-tshe,kong-chhe,200-1-1.mp3,工尺,
201,309,1,安份守己,an-hūn-siú-kí,an-hūn-siú-kí,201-1-1.mp3,安份守己,
201,309,2,自己,tsū-kí,chū-kí,201-1-2.mp3,自己,
202,311,1,巳時,tsī-sî,chī-sî,202-1-1.mp3,上午九點到十一點,
203,312,1,面巾,bīn-kin,bīn-kin,203-1-1.mp3,毛巾,
203,312,2,手巾仔,tshiú-kin-á,chhiú-kin-á,203-1-2.mp3,手帕,
204,313,1,干戈,kan-ko,kan-ko,204-1-1.mp3,盾和矛，原指兵器，後多引申為戰爭。,
204,314,1,天干,thian-kan,thian-kan,204-2-1.mp3,甲乙丙丁戊己庚辛壬癸十天干,
204,315,1,干涉,kan-sia̍p,kan-sia̍p,204-3-1.mp3,干涉,
204,316,1,干犯,kan-huān,kan-hoān,204-4-1.mp3,冒犯、侵犯,
205,317,1,弓箭,king-tsìnn,keng-chìⁿ,205-1-1.mp3,弓箭,
205,318,1,衫弓仔,sann-king-á,saⁿ-keng-á,205-2-1.mp3,衣架,
205,318,2,弓蕉,king-tsio,keng-chio,205-2-2.mp3,香蕉,
205,319,1,弓大豬,king tuā ti,keng tōa ti,205-3-1.mp3,以過量餵養的方式，把豬隻的體型在短時間之內撐得更大，通常在即將販售或競賽之前進行。,
205,319,2,大步弓,tuā pōo king,tōa pō͘ keng,205-3-2.mp3,張大步伐快速走,
205,320,1,一弓弓蕉,tsi̍t king king-tsio,chi̍t keng keng-chio,205-4-1.mp3,一枝香蕉花所結的一長串香蕉,
206,321,1,才調,tsâi-tiāu,châi-tiāu,206-1-1.mp3,本事、能力,
206,321,2,無才,bô-tsâi,bô-châi,206-1-2.mp3,沒本事,
206,322,1,將才,tsiòng-tsâi,chiòng-châi,206-2-1.mp3,將才,
206,322,2,秀才,siù-tsâi,siù-châi,206-2-2.mp3,秀才,
206,322,3,奴才,lôo-tsâi,lô͘-châi,206-2-3.mp3,奴才,
207,323,1,這馬我才知影伊是騙我的。,Tsit-má guá tsiah tsai-iánn i sī phiàn--guá--ê.,Chit-má góa chiah chai-iáⁿ i sī phiàn--góa--ê.,207-1-1.mp3,現在我才知道他是騙我的。,
207,324,1,伊才十七歲爾爾，袂使啉酒。,"I tsiah tsa̍p-tshit huè niā-niā, bē-sái lim tsiú.","I chiah cha̍p-chhit hòe niā-niā, bē-sái lim chiú.",207-2-1.mp3,他才十七歲而已，不能喝酒。,
207,325,1,我才無欲相信你講的話！,Guá tsiah bô beh siong-sìn lí kóng ê uē!,Góa chiah bô beh siong-sìn lí kóng ê ōe!,207-3-1.mp3,我才不相信你說的話！,
207,326,1,後擺我才共你講。,Āu-pái guá tsiah kā lí kóng.,Āu-pái góa chiah kā lí kóng.,207-4-1.mp3,以後我再告訴你。,
207,326,2,電影看煞才來去食飯。,Tiān-iánn khuànn-suah tsiah lâi-khì tsia̍h-pn̄g.,Tiān-iáⁿ khòaⁿ-soah chiah lâi-khì chia̍h-pn̄g.,207-4-2.mp3,電影看完再去吃飯。,
208,327,1,這款木材一才偌濟？,Tsit khuán bo̍k-tsâi tsi̍t tshâi guā-tsē?,Chit khoán bo̍k-châi chi̍t chhâi gōa-chē?,208-1-1.mp3,這種木材一才多少錢？,
210,330,1,阮丈人明仔載欲起來臺北。,Guán tiūnn-lâng bîn-á-tsài beh khí-lâi Tâi-pak.,Goán tiūⁿ-lâng bîn-á-chài beh khí-lâi Tâi-pak.,210-1-1.mp3,我的岳父明天要北上到臺北。,
211,331,1,三八人,sam-pat lâng,sam-pat lâng,211-1-1.mp3,傻氣不正經的人,
211,23430,1,三八兄弟，一屑仔錢閣專工提來還。,"Sam-pat hiann-tī, tsi̍t-sut-á tsînn koh tsuan-kang the̍h-lâi hîng.","Sam-pat hiaⁿ-tī, chi̍t-sut-á chîⁿ koh choan-kang the̍h-lâi hêng.",211-2-1.mp3,傻兄弟，一點小錢還特地拿來還。,
212,332,1,伊是一个土人，講話較凊彩，你毋通佮伊計較。,"I sī tsi̍t ê thóo-lâng, kóng-uē khah tshìn-tshái, lí m̄-thang kah i kè-kàu.","I sī chi̍t ê thó͘-lâng, kóng-ōe khah chhìn-chhái, lí m̄-thang kah i kè-kàu.",212-1-1.mp3,他是一個粗人，說話比較隨便，你不要跟他計較。,
213,333,1,警察大人,kíng-tshat tāi-jîn,kéng-chhat tāi-jîn,213-1-1.mp3,警察大人,
214,334,1,大人儉一喙，囡仔食甲飫。,"Tuā-lâng khiām tsi̍t tshuì, gín-á tsia̍h kah uì.","Tōa-lâng khiām chi̍t chhùi, gín-á chia̍h kah ùi.",214-1-1.mp3,大人少吃一口，小孩子就可以吃得飽，甚至吃到膩了。,
215,335,1,伊揤電鈴揤一下傷大力，電鈴煞凹落去。,"I tshi̍h tiān-lîng tshi̍h tsi̍t-ē siunn tuā-la̍t, tiān-lîng suah nah--lo̍h-khì.","I chhi̍h tiān-lêng chhi̍h chi̍t-ē siuⁿ tōa-la̍t, tiān-lêng soah nah--lo̍h-khì.",215-1-1.mp3,他按電鈴按得太大力，電鈴卻凹下去。,
224,344,1,對臺北坐高鐵到臺中上久是一點捅鐘。,Tuì Tâi-pak tsē ko-thih kàu Tâi-tiong siōng kú sī tsi̍t tiám thóng tsing.,Tùi Tâi-pak chē ko-thih kàu Tâi-tiong siōng kú sī chi̍t tiám thóng cheng.,224-1-1.mp3,從臺北坐高鐵到臺中最久是一個多小時。,
225,345,1,頂禮拜阮一陣人上山去看風景。,Tíng lé-pài guán tsi̍t tīn lâng tsiūnn-suann khì khuànn hong-kíng.,Téng lé-pài goán chi̍t tīn lâng chiūⁿ-soaⁿ khì khòaⁿ hong-kéng.,225-1-1.mp3,上個禮拜我們一群人登山去看風景。,
226,346,1,我欲準備下山矣。,Guá beh tsún-pī hā-san--ah.,Góa beh chún-pī hā-san--ah.,226-1-1.mp3,我要準備下山了。,
227,347,1,伊久久才來一擺。,I kú-kú tsiah lâi tsi̍t pái.,I kú-kú chiah lâi chi̍t pái.,227-1-1.mp3,他相隔很久才來一次。,
228,348,1,伊拍一下傷大下，箠仔煞斷去。,"I phah tsi̍t-ē siunn tuā-ē, tshuê-á suah tn̄g--khì.","I phah chi̍t-ē siuⁿ tōa-ē, chhôe-á soah tn̄g--khì.",228-1-1.mp3,他打得太用力，竹枝竟然斷掉了。,
229,349,1,伊真小口，食袂濟。,"I tsin sió-kháu, tsia̍h bē tsē.","I chin sió-kháu, chia̍h bē chē.",229-1-1.mp3,他食量很小，吃不多。,
232,352,1,男子漢大丈夫,lâm-tsú-hàn tāi-tiōng-hu,lâm-chú-hàn tāi-tiōng-hu,232-1-1.mp3,男子漢大丈夫,
233,353,1,叫你莫，你干干仔欲！,"Kiò lí mài, lí kan-kan-á beh!","Kiò lí mài, lí kan-kan-á beh!",233-1-1.mp3,叫你不要，你偏要！,
235,355,1,山頂的暗暝，會使看著千千萬萬粒星。,"Suann-tíng ê àm-mê, ē-sái khuànn-tio̍h tshian-tshian-bān-bān lia̍p tshenn.","Soaⁿ-téng ê àm-mê, ē-sái khòaⁿ-tio̍h chhian-chhian-bān-bān lia̍p chheⁿ.",235-1-1.mp3,山上的夜晚，可以看到成千上萬顆星星。,
